title                                                                                                                                                                                                                                             ,url                                                                                                                                                       ,time_published  ,authors                   ,summary                                                                                                                                                                                                                                                                                                          ,banner_image                                                                                                                                    ,source           ,category_within_source ,source_domain    ,topics                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,overall_sentiment_score ,overall_sentiment_label ,ticker_sentiment
"Google's Gemini App Brings 'Free-Flowing' AI To Apple iPhone - Apple  ( NASDAQ:AAPL ) , Salesforce  ( NYSE:CRM ) "                                                                                                                               ,https://www.benzinga.com/news/large-cap/24/11/42042074/googles-gemini-app-brings-free-flowing-ai-to-apple-iphone                                          ,20241118T163321 ,['Erica Kollmann']        ,"Alphabet, Inc. GOOG GOOGL Google announced its AI assistant Gemini is now available for download on Apple, Inc's AAPL iPhone as an app."                                                                                                                                                                        ,https://cdn.benzinga.com/files/images/story/2024/11/18/Google-Gemini-AI.jpeg?width=1200&height=800&fit=crop                                     ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '1.0'}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.272123                ,Somewhat-Bullish        ,"[{'ticker': 'GOOG', 'relevance_score': '0.825367', 'ticker_sentiment_score': '0.427866', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.104431', 'ticker_sentiment_label': 'Neutral'}]"
"Salesforce CEO Marc Benioff Lauds Google's 'Truly Groundbreaking' Gemini AI After Taking Jabs At Microsoft's Copilot - Apple  ( NASDAQ:AAPL ) , Salesforce  ( NYSE:CRM ) "                                                                       ,https://www.benzinga.com/tech/24/11/42030837/salesforce-ceo-marc-benioff-lauds-googles-truly-groundbreaking-gemini-ai-after-taking-jabs-at-microsofts-cop ,20241118T100019 ,['Kaustubh Bagalkote']    ,"Marc Benioff, the CEO of Salesforce.com Inc CRM, has given a ringing endorsement to Alphabet Inc's GOOGL GOOG Google for its artificial intelligence voice assistant, Gemini Live."                                                                                                                             ,https://cdn.benzinga.com/files/images/story/2024/11/18/Google-Gemini_0.jpeg?width=1200&height=800&fit=crop                                      ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '1.0'}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.373839                ,Bullish                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.220809', 'ticker_sentiment_score': '0.038972', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.42503', 'ticker_sentiment_score': '0.497557', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.220809', 'ticker_sentiment_score': '0.280028', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Here's When Google Gemini Could Be Integrated With Apple Intelligence - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) "                                                                                                                     ,https://www.benzinga.com/media/24/11/42030331/heres-when-google-gemini-could-be-integrated-with-apple-intelligence                                        ,20241118T091117 ,['Ananya Gairola']        ,"Alphabet Inc.'s GOOG GOOGL Google and Apple Inc. AAPL have long been discussing integrating Gemini into the iOS ecosystem. However, the timeline for this integration may not happen until next year."                                                                                                          ,https://cdn.benzinga.com/files/images/story/2024/11/18/Google-Gemini.jpeg?width=1200&height=800&fit=crop                                        ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}]"                                                                                                                                                                                                                                                                                                                                                                                                                ,0.214258                ,Somewhat-Bullish        ,"[{'ticker': 'GOOG', 'relevance_score': '0.411176', 'ticker_sentiment_score': '0.130682', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.213048', 'ticker_sentiment_score': '-0.196104', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.500753', 'ticker_sentiment_score': '0.491964', 'ticker_sentiment_label': 'Bullish'}]"
"This Week In Appleverse: $3.8B Lawsuit, EU Directives, And Upcoming Products - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) "                                                                                                            ,https://www.benzinga.com/24/11/42025959/this-week-in-appleverse-3-8b-lawsuit-eu-directives-and-upcoming-products                                          ,20241117T120037 ,['Benzinga Neuro']        ,"It was a rollercoaster week for Apple Inc. AAPL. From facing a hefty legal claim in the UK to receiving directives from the EU, the tech giant had its hands full. Amidst these challenges, Apple also revealed exciting plans for new tech products set to challenge industry competitors."                    ,https://cdn.benzinga.com/files/images/story/2024/11/17/Apple.jpeg?width=1200&height=800&fit=crop                                                ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '1.0'}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.092643                ,Neutral                 ,"[{'ticker': 'GOOG', 'relevance_score': '0.298264', 'ticker_sentiment_score': '0.12338', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.874457', 'ticker_sentiment_score': '0.087208', 'ticker_sentiment_label': 'Neutral'}]"
"Consumer Tech News  ( November 11-15 ) : Apple Plans To Launch An AI Wall Tablet, Meta Plans To Introduce Ads On Threads & More - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) "                                                         ,https://www.benzinga.com/news/retail-sales/24/11/42024288/consumer-tech-news-november-11-15-apple-plans-to-launch-an-ai-wall-tablet-meta-plans-to-introdu ,20241116T162306 ,['Lekha Gupta']           ,"The European Union has directed Apple Inc. AAPL to discontinue geo-blocking on its media services. The European Commission has identified several geo-blocking practices on Apple's platforms, including the App Store, Apple Arcade, Music, iTunes Store, Books, and Podcasts. Following the 2024 U.S."        ,https://cdn.benzinga.com/files/images/story/2024/11/16/Apples-Next-Big-Bet--Think-Smaller--Says.jpeg?width=1200&height=800&fit=crop             ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                                                                       ,0.055017                ,Neutral                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.15347', 'ticker_sentiment_score': '-0.023504', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.15347', 'ticker_sentiment_score': '0.132558', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.102668', 'ticker_sentiment_score': '0.00333', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.102668', 'ticker_sentiment_score': '0.213027', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.481177', 'ticker_sentiment_score': '0.25454', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.051441', 'ticker_sentiment_score': '0.195503', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DSSMY', 'relevance_score': '0.051441', 'ticker_sentiment_score': '0.10047', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTDOF', 'relevance_score': '0.051441', 'ticker_sentiment_score': '-0.090489', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.203643', 'ticker_sentiment_score': '0.041445', 'ticker_sentiment_label': 'Neutral'}]"
"Virtual Reality  ( VR )  Headset Market to Grow by USD 25.2 Billion  ( 2024-2028 ) , Gaming Industry Expansion Fuels Demand, Report on How AI Drives Transformation - Technavio"                                                                 ,https://www.benzinga.com/pressreleases/24/11/n42020830/virtual-reality-vr-headset-market-to-grow-by-usd-25-2-billion-2024-2028-gaming-industry-expansion- ,20241115T223400 ,['PRNewswire']            ,"NEW YORK, Nov. 15, 2024 /PRNewswire/ -- Report with the AI impact on market trends - The global virtual reality vr headset market size is estimated to grow by USD 25.2 billion from 2024-2028, according to Technavio. The market is estimated to grow at a CAGR of 45.95% during the forecast period."        ,https://mma.prnewswire.com/media/2557686/Technavio_Global_Virtual_Reality_VR_headset_Market.jpg                                                 ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}]"                                                                                                                                                                                                                                                                                                                                                                                                       ,0.232076                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.087027', 'ticker_sentiment_score': '0.055367', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.108663', 'ticker_sentiment_score': '0.080276', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPQ', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SEKEF', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XIACY', 'relevance_score': '0.021797', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Powell Speaks The Truth - Market Does Not Like It, Consternation About Kennedy, Gaetz, And Hegseth - Apple  ( NASDAQ:AAPL ) "                                                                                                                    ,https://www.benzinga.com/general/market-summary/24/11/42014513/powell-speaks-the-truth-market-does-not-like-it-consternation-about-kennedy-gaetz-and-hegs ,20241115T171552 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. Please click here for an enlarged chart of SPDR S&P 500 ETF Trust SPY which represents the benchmark stock market index S&P 500 ( SPX ) . Retail sales came at 0.4% vs. 0.3% consensus. Retail sales ex-auto came at 0.1% vs. 0.2% consensus."            ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-15_08h38_46.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999346'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                  ,0.264508                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.124809', 'ticker_sentiment_score': '-0.160476', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.124809', 'ticker_sentiment_score': '-0.160476', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'META', 'relevance_score': '0.124809', 'ticker_sentiment_score': '-0.160476', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.124809', 'ticker_sentiment_score': '-0.160476', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.124809', 'ticker_sentiment_score': '-0.160476', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.124809', 'ticker_sentiment_score': '0.306806', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.062597', 'ticker_sentiment_score': '-0.015188', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.124809', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Market Clubhouse Morning Memo - November 15th, 2024  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) "                                                                    ,https://www.benzinga.com/24/11/42010295/market-clubhouse-morning-memo-november-15th-2024-trade-strategy-for-spy-qqq-aapl-msft-nvda-googl-met              ,20241115T145835 ,['RIPS']                  ,"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META, and TSLA. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow."              ,https://cdn.benzinga.com/files/market-clubhouse-morning-memo_327.png?width=1200&height=800&fit=crop                                             ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999976'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                 ,0.068544                ,Neutral                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.119235', 'ticker_sentiment_score': '0.12877', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.029914', 'ticker_sentiment_score': '0.074311', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.119235', 'ticker_sentiment_score': '0.01075', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.148731', 'ticker_sentiment_score': '-0.040592', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.148731', 'ticker_sentiment_score': '-0.08542', 'ticker_sentiment_label': 'Neutral'}]"
Pennsylvania Introduces Bitcoin Strategic Reserve Act To Invest Up To $700 Million In BTC                                                                                                                                                         ,https://www.benzinga.com/markets/cryptocurrency/24/11/41986427/pennsylvania-introduces-bitcoin-strategic-reserve-act-to-invest-up-to-700-million-in-btc   ,20241114T195221 ,['Murtuza Merchant']      ,"President-elect Donald Trump's proposal to establish a national Bitcoin BTC/USD reserve has sparked a wave of support across the United States, with Pennsylvania leading the charge by considering its own state-held cryptocurrency reserve."                                                                 ,https://cdn.benzinga.com/files/images/story/2024/11/14/cannabis-Pennsylvania-Kindel-Media-by-Pi.jpeg?width=1200&height=800&fit=crop             ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.576289'}]"                                                                                                                                                                                                                                                                                   ,0.344111                ,Somewhat-Bullish        ,"[{'ticker': 'GOOG', 'relevance_score': '0.066047', 'ticker_sentiment_score': '0.145323', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.131643', 'ticker_sentiment_score': '0.17172', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.131643', 'ticker_sentiment_score': '0.17172', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.841117', 'ticker_sentiment_score': '0.522123', 'ticker_sentiment_label': 'Bullish'}]"
Meta Hit With $841 Million EU Fine Over Antitrust Violations Tied To Facebook Marketplace - Meta Platforms  ( NASDAQ:META )                                                                                                                       ,https://www.benzinga.com/government/regulations/24/11/41981957/meta-hit-with-841-million-eu-fine-over-antitrust-violations-tied-to-facebook-marketplace   ,20241114T173259 ,['Anusuya Lahiri']        ,The European Commission has penalized a $841 million ( 797.72 million euros ) fine to Meta Platforms Inc META for violating EU antitrust laws.                                                                                                                                                                   ,https://cdn.benzinga.com/files/images/story/2024/11/14/Wooden-Gavel-With-Usa-Dollar-On-Desk--Cl.jpeg?width=1200&height=800&fit=crop             ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                                                                                 ,-0.048811               ,Neutral                 ,"[{'ticker': 'MSFT', 'relevance_score': '0.124809', 'ticker_sentiment_score': '-0.211636', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.246582', 'ticker_sentiment_score': '0.001946', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.654016', 'ticker_sentiment_score': '-0.32437', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.246582', 'ticker_sentiment_score': '-0.159414', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'INTC', 'relevance_score': '0.124809', 'ticker_sentiment_score': '0.298707', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"3 Vanguard ETFs to Buy With $1,000 and Hold Forever"                                                                                                                                                                                             ,https://www.fool.com/investing/2024/11/14/3-vanguard-etfs-to-buy-with-1000-and-hold-forever/                                                              ,20241114T104400 ,['Keith Speights']        ,"Investing doesn't have to be complicated. Sure, you can research stocks in-depth and buy potential winners. Many investors do and make a lot of money over the long run. However, you can also take a much easier path.Exchange-traded funds ( ETFs ) offer a simple and convenient way to buy a broad ..."     ,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F797619%2Fetf-chart-going-up.jpg&op=resize&w=700             ,Motley Fool      ,n/a                    ,www.fool.com     ,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                                                                       ,0.156347                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.126519', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.126519', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.126519', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.126519', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.126519', 'ticker_sentiment_label': 'Neutral'}]"
"Artmarket.com: Q3 2024 revenue +13%. Study on AI search engines shows Artprice has the world's biggest, best and most useful art market database, thanks to its Intuitive Artmarket® AI - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) " ,https://www.benzinga.com/pressreleases/24/11/n41963542/artmarket-com-q3-2024-revenue-13-study-on-ai-search-engines-shows-artprice-has-the-worlds-biggest- ,20241114T073000 ,['PRNewswire']            ,"In October 2024, Artprice by Artmarket has reached a new milestone with its Intuitive Artmarket® AI and its positive impact on annual recurring revenue growth."                                                                                                                                                ,https://www.benzinga.com/next-assets/images/schema-image-default.png                                                                            ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Blockchain', 'relevance_score': '0.9545'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.87644'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}]" ,0.214606                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.032338', 'ticker_sentiment_score': '0.071055', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.032338', 'ticker_sentiment_score': '0.13734', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.024256', 'ticker_sentiment_score': '0.084827', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.016172', 'ticker_sentiment_score': '0.057578', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.016172', 'ticker_sentiment_score': '0.124588', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'JNJ', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.117445', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.117445', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NYT', 'relevance_score': '0.008087', 'ticker_sentiment_score': '-0.025332', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IT', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.095752', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DOMO', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.069507', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.016172', 'ticker_sentiment_score': '0.057578', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:GBP', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:EUR', 'relevance_score': '0.032338', 'ticker_sentiment_score': '0.060154', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.008087', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.056559', 'ticker_sentiment_score': '0.101923', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:ETH', 'relevance_score': '0.040416', 'ticker_sentiment_score': '0.106948', 'ticker_sentiment_label': 'Neutral'}]"
"Buying In Stocks On Inflation Data, Musk And Ramaswamy Doge - Apple  ( NASDAQ:AAPL ) "                                                                                                                                                           ,https://www.benzinga.com/general/market-summary/24/11/41959825/buying-in-stocks-on-inflation-data-musk-and-ramaswamy-doge                                 ,20241114T003635 ,['The Arora Report']      ,"To gain an edge, this is what you need to know today. Please click here for an enlarged chart of iShares 20+ Year Treasury Bond ETF TLT. Contrary Arora call that bonds will fall when the Fed cut rates. This call was made at a time when everyone was buying bonds."                                         ,https://thearorareport.com/wp-content/uploads/2024/11/2024-11-13_08h38_15.png                                                                   ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Financial Markets', 'relevance_score': '0.999763'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]"                                                                                                                                                                                                                  ,0.195264                ,Somewhat-Bullish        ,"[{'ticker': 'MSFT', 'relevance_score': '0.099476', 'ticker_sentiment_score': '-0.190699', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.099476', 'ticker_sentiment_score': '-0.190699', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'META', 'relevance_score': '0.099476', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.099476', 'ticker_sentiment_score': '0.206806', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.099476', 'ticker_sentiment_score': '-0.190699', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.148731', 'ticker_sentiment_score': '0.110973', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.049835', 'ticker_sentiment_score': '0.348649', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.148731', 'ticker_sentiment_score': '0.039416', 'ticker_sentiment_label': 'Neutral'}]"
"Parallels Enables Seamless Application Delivery in Windows 365 Cloud PCs from desktop, server, and cloud with New Parallels RAS 20"                                                                                                              ,https://www.benzinga.com/pressreleases/24/11/g41939533/parallels-enables-seamless-application-delivery-in-windows-365-cloud-pcs-from-desktop-server-and-c ,20241113T140009 ,['Globe Newswire']        ,"AUSTIN, Texas, Nov. 13, 2024 ( GLOBE NEWSWIRE ) -- Parallels a global leader in virtualization and End-User Computing, today announced availability of Parallels RAS 20 ( Remote Application Server ) , the latest version of its flexible virtual application and desktop delivery solution that ..."          ,https://www.benzinga.com/next-assets/images/schema-image-default.png                                                                            ,Benzinga         ,General                ,www.benzinga.com ,"[{'topic': 'Technology', 'relevance_score': '1.0'}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.287382                ,Somewhat-Bullish        ,"[{'ticker': 'GOOG', 'relevance_score': '0.048327', 'ticker_sentiment_score': '0.125903', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.048327', 'ticker_sentiment_score': '0.125903', 'ticker_sentiment_label': 'Neutral'}]"
"Apple's AirTag Users Can Now Share Location With Airlines For Faster Recovery Of Lost Luggage - Apple  ( NASDAQ:AAPL ) , Delta Air Lines  ( NYSE:DAL ) "                                                                                         ,https://www.benzinga.com/tech/24/11/41931360/apples-airtag-users-can-now-share-location-with-airlines-for-faster-recovery-of-lost-luggage                 ,20241113T075132 ,['Kaustubh Bagalkote']    ,"Apple Inc. AAPL has announced a new feature for its Find My app that allows users to share the location of lost items with third parties, including airlines. What Happened: The new feature, called Share Item Location, is part of the iOS 18.2 public beta and will soon be available to all users as ..."   ,https://cdn.benzinga.com/files/images/story/2024/11/13/Apple-AirTag.jpeg?width=1200&height=800&fit=crop                                         ,Benzinga         ,News                   ,www.benzinga.com ,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]"                                                                                                                                                                                                                                                                                                                                                                                                      ,0.068046                ,Neutral                 ,"[{'ticker': 'GOOG', 'relevance_score': '0.102449', 'ticker_sentiment_score': '-0.098127', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UAL', 'relevance_score': '0.203215', 'ticker_sentiment_score': '0.009706', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.48028', 'ticker_sentiment_score': '-0.209505', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DAL', 'relevance_score': '0.203215', 'ticker_sentiment_score': '0.009706', 'ticker_sentiment_label': 'Neutral'}]"
